original_title,metadata
Million Dollar Baby,drama transporter suicideattempt strongwoman boxer dyinganddeath strokeoffate training advancement sport femaleprotagonist boxingtrainer determination clinteastwood hilaryswank morganfreeman jaybaruchel mikecolter luciarijker bríanf.o'byrne anthonymackie margomartindale rikilindhome michaelpeña benitomartinez brucemacvittie davidpowledge joed'angerio marcuschait tommccleister ericagrant naveen morganeastwood jamisonyang susankrebs v.j.foster stevenm.porter minglo miguelpérez jimcantafio tedgrossman nedeisenberg marcorodríguez markthomason briant.finney spicewilliams-crosby kimstrauss kirstenberman jimmyalioto jasonwilliams ninaavetisova michaelbentt brucegerardbrown mckaystewart judeciccolella kimberlyestrada seanlograsso mahermcclung robertmcmurrer michaelsaglimbeni seano'kane vladimirrajcic clinteastwood
Analyze This,comedy crime newyork mafiaboss wedding psychiatrist robertdeniro billycrystal lisakudrow chazzpalminteri joeviterelli mollyshannon kylesabihy frankpietrangolare ronmadoff leorossi donnamarierecco kreshnovakovic barttangredi michaelstraka josephrigano richards.castellano maxcasella billmacy jimmierayweeks tonydarrow generuffini haroldramis
The Notebook,romance drama poem river sadness fight loveofone'slife dementia class secretlove tears candle mailbox rachelmcadams ryangosling genarowlands jamesgarner samshepard joanallen jamesmarsden davidthornton kevinconnolly starlettadupois edgrady jenniferechols heatherwahlquist jonathanparksjordan cullenmoss tracidinwiddie jamesmiddleton peterrosenfeld obbababatundé chuckpacheco toddlewis markjohnson robertfraisse barbaraweetman jamieanneallman rebeccakoon deborahhobart sylviajefferies markgarner scottritenour miltonburas elizabethbond matthewbarry nancydemayo davidabrams taylorengel bobforrest pauljohansson brucewilliamson nickcassavetes
27 Dresses,comedy romance lovesickness newspaper bar sistersisterrelationship newlove weddingplaner witness bride bridesmaid sister music romanticcomedy siblingrivalry reporter wedding womandirector katherineheigl jamesmarsden malinåkerman judygreer edwardburns melorahardin briankerwin maulikpancholy davidcastro krystenritter michaelziegfeld peytonlist jenniferlim danielleskraastad yettagottesman erinfogel berncohen brigittebourdeau charlibarcena janepfitsch lakshsingh lyralenkaye ronaldguttman ronsimons robertclohessy michaelmosley alyssabresnahan ellenh.schwartz jenniferbassey alexahavins richardo'rourke annefletcher
Hannah Montana: The Movie,comedy drama family music romance doublelife popstar musical tennessee teenagegirl teenmovie teenager hometown famous mileycyrus billyraycyrus emilyosment jasonearles taylorswift lucastill mitchelmusso moisésarias vanessawilliams margomartindale melorahardin brookeshields brandoncyrus nataliadyer jaredcarter peterchelsom
Rugrats in Paris: The Movie,adventure animation comedy family paris invention e.g.daily susansarandon johnlithgow tarastrong cherylchase christinecavanaugh creesummer kathsoucie michaelbell tressmacneille caseykasem debbiereynolds joealaskey mako timcurry juliekato billywest juliekato billywest stigbergqvist
The Prince of Tides,drama romance americanfootball trainer twinsister suppressedpast psychiatrist extramaritalaffair womandirector nicknolte barbrastreisand blythedanner katenelligan jeroenkrabbé melindadillon georgecarlin jasongould nancymooreatchison barbrastreisand
Legends of the Fall,adventure drama romance war brotherbrotherrelationship montana basedonnovel worldwari journeyroundtheworld bradpitt anthonyhopkins aidanquinn juliaormond henrythomas karinalombard gordontootoosis johnnovak robertwisden davidkaye tantoocardinal pauldesmond christinapickles kennethwelsh billdow samsarkar nigelbennett keeganmacintosh ericjohnson randallslavin doughughes sekwanauger christineharder charlesandre westonmcmillan edwardzwick
Up in the Air,drama romance suitcase business omaha ontheroad downsizing crosscountry duringcreditsstinger georgeclooney verafarmiga annakendrick jasonbateman melanielynskey samelliott amymorton j.k.simmons dannymcbride zachgalifianakis steveeastin adriennelamping tamalajones chrislowell erinmcgrane jasonreitman
About Schmidt,drama comedy wifehusbandrelationship channelsurfing mullet spiritualjourney lifechanging pioneervillage familygathering jacknicholson kathybates hopedavis dermotmulroney junesquibb howardhesseman connieray harrygroener cherylhamada mattwinston lencariou jamesm.connor jillanderson markvenhuizen alexanderpayne
Warm Bodies,horror comedy romance post-apocalyptic dystopia zombie zombieapocalypse interspeciesromance basedonyoungadultnovel nicholashoult teresapalmer analeightipton robcorddry davefranco johnmalkovich coryhardrict vincentleclerc danielrindress-kay chriscavener aaronjanke sergealaincambronne robertreynolds johntopor ayishaissa debbiewong christianpaul patricksabongui cliffordleduc-vaillancourt bineyamgirma chimwemwemiller raphaelgrosz-harvey brentskagford joséelaviolette jonathandubsky alecbourgeois christinerodriguez quinno'neill arthurholden abdulayoola dawnford angiemedrano rochelleokoye patricksabongui sylviastewart diananoris jonathanlevine
Looper,action thriller sciencefiction suicide assassin drugaddiction future timetravel dystopia retirement boy murder organizedcrime tragedy execution violence criminal drugaddict contractkiller neo-noir josephgordon-levitt brucewillis emilyblunt pauldano noahsegan piperperabo jeffdaniels piercegagnon xuqing traciethoms frankbrennan garretdillahunt nickgomez marcushester joneyez kevinstillwell thirlhaston jameslandryhébert kennethbrownjr. codywood adamboyer jeffchase ritchiemontgomery davidjensen kamdenbeauchamp joshperry davidjosephmartinez waynedehart ianpatrick craigjohnson robertharvey sylviajefferies rachelacuna laurenalexandra rianjohnson
Down to Earth,fantasy comedy sciencefiction romance  chrisrock reginaking chazzpalminteri eugenelevy frankiefaison greggermann jennifercoolidge wandasykes johncho mariojoyner bryettacalloway marthachaves brianrhodes herblovelle markaddy chrisweitz
Babe,fantasy drama comedy family sheep pig affection piglet heroism talkinganimal separation germanshepherd grandson talkingpig christinecavanaugh miriammargolyes dannymann hugoweaving miriamflynn jamescromwell russitaylor evelynkrape michaeledward-stevens charlesbartlett paullivingston roscoeleebrowne magdaszubanski zoeburton paulgoddard wadehayward brittanybyrnes maryacres chrisnoonan
Hope Springs,drama comedy romance renewingweddingvows marriagecounselling merylstreep stevecarell tommyleejones jeansmart marinireland benrappaport susanmisner dannyflaherty patchdarragh anitastorr leecunningham johnfranchi elisabethshue johnfranchi annharada davidfrankel
Forgetting Sarah Marshall,comedy romance drama hawaii one-nightstand beauty jasonsegel kristenbell milakunis russellbrand billhader lizcackowski mariathayer jackmcbrayer da'vonemcdonald stevelandesberg branscomberichmond jonahhill paulrudd kalaalexander taylorwily williambaldwin junedianeraphael ahnao'reilly jasonbateman carlagallo kristenwiig billybush carlaalapont michaeloosterom cynthialamontagne petersalett nicholasstoller
Four Brothers,action crime brotherbrotherrelationship robbery arbitrarylaw adoptivemother revenge murder violence detroit duringcreditsstinger interracialadoption markwahlberg tyresegibson andrébenjamin garretthedlund terrencehoward joshcharles sofíavergara fionnulaflanagan chiwetelejiofor tarajip.henson barryshabakahenley jernardburks kennethwelsh tonynappo shawnsingleton lyriqbent shomaridowner mphokoaho costinmanu kevinduhaney victora.young johnsingleton
Baby Mama,comedy pregnancyandbirth surrogatemother tinafey amypoehler daxshepard sigourneyweaver gregkinnear stevemartin romanymalco mauratierney willforte fredarmisen stephenmailer hollandtaylor jamesrebhorn deniso'hare kevincollins jasonmantzoukas siobhanfallon alicekremelberg frankrodriguez michaelmccullers
Hope Floats,drama romance texas telegram despair leavingone'sfamily funeral costume loss highschool judgment dog pond sandrabullock harryconnickjr. genarowlands maewhitman michaelparé kathynajimy cameronfinley billcobbs connieray monaleefultz sydneyberry rachelsnow christinastojanovich alissaalban deehennigan forestwhitaker
Bride Wars,comedy bride friendship engagement rivalry wedding familyfeud annehathaway katehudson bryangreenberg chrispratt stevehowey candicebergen kristenjohnston michaelarden victorslezak kellycoffieldpark johnpankow zoeo'grady shannonferber junedianeraphael caseywilson paulscheer robertscottwilson pamelafigueiredo emilysarahstikeman robertcapron kallietabor jasonkolotouros nicolestuart annamadigan michaelanastasia charlesbernard andréholland johnfranchi garywinick
Without a Paddle,action adventure comedy thriller deathofafriend treasurehunt sethgreen matthewlillard daxshepard antonystarr andrewhampton jarredrumbold matthewprice carlsnell nadinebernecker davidstott daniellecormack bonniesomerville scottadsit morganreesefairhead brucephillips raybaker gregorycruz kateharcourt liddyholloway miablake burtreynolds christinamoore stevenbrill
13 Going on 30,comedy fantasy romance newyork photographer editor-in-chief wish michaeljackson childasanadult bestfriendsinlove jennifergarner markruffalo judygreer andyserkis kathybaker samuelball marciadebonis philreeves seanmarquette christabrittanyallen kierstenwarren susanegan lynncollins reneeolstead alexandrakyle alexblack joegrifasi marypatgleason ashleybenson brittanycurran brielarson meganlusk juliaroth sarahloew philippavel mazjobrani robinnelee benitakristanall catherinecombs giamantegna sydnibeaudoin georgehine irenaviolette ianbarford saraswain jimgaffigan corenachase crystalmichelle nadineellis adrianarmas carmitbachar tycediorio staceyharper brandonhenschel kadeesweeney kimberlywyatt nancyo'meara scouttaylor-compton tarabattani nicoleabisinio garywinick
Midnight in Paris,fantasy comedy romance paris painter detective basedonnovel screenwriter forbiddenlove timetravel midnight nostalgia past sculpture hemingway owenwilson rachelmcadams kurtfuller mimikennedy michaelsheen ninaarianda tomhiddleston carlabruni mauricesonnenberg thierryhancisse audreyfleurot marie-sohnaconde yvesheck alisonpill soniarolland coreystoll daniellundh laurentspielvogel thérèsebourou-rubinsztein kathybates marcialdifonzobo marioncotillard léaseydoux emmanuelleuzan adrienbrody tomcordier adriendevan sergebagdassarian gadelmaleh davidlowe atmenkelif yves-antoinespoto laurentclaret savalolov karinevanasse catherinebenguigui vincentmenjoucortes olivierrabourdin françoisrostain mariannebasler michelvuillermoz guillaumegouix kennethedelson woodyallen
The Nut Job,animation comedy family adventure squirrel 3d willarnett katherineheigl brendanfraser liamneeson stephenlang sarahgadon mayarudolph jeffdunham gabrieliglesias scottyaphe joepingue julielemieux roberttinkler jamesrankin annickobonsawin jameskee scottmccord katiegriffin psy peterlepeniotis
Blow,crime drama 1970s warondrugs drugaddiction drugtraffic drugsmuggle riseandfall johnnydepp penélopecruz ethansuplee rayliotta frankapotente rachelgriffiths paulreubens jordimollà cliffcurtis miguelsandoval kevingage maxperlich jessejames lolaglaudini emmaroberts jaimeking miguelpérez danferro tonyamendola bobcatgoldthwait michaeltucci monetmazur jennifergimenez juliavera elizabethrodriguez teddemme johnharringtonbland brantleybush jimmyburke genevievemaylam tracyfalco pamelaabdy kevinchapman danielescobar teddemme
Message in a Bottle,romance drama sailboat anonymousletter sailing loveletter bottle kevincostner robinwright paulnewman johnsavage illeanadouglas robbiecoltrane jessejames bethelleslie tomaldredge vivekadavis raphaelsbarge richardhamilton rosemarymurphy steveneckholdt susanbrightbill davidparis patriciabelcher jenniferlamb haydenpanettiere luismandoki
Star Trek V: The Final Frontier,sciencefiction action adventure thriller federation starfleet ussenterprise-a sha-ka-ree lossofbrother selfsacrifice hostage liberationofhostage romulans klingon vulcan spaceopera williamshatner leonardnimoy deforestkelley jamesdoohan georgetakei walterkoenig nichellenichols davidwarner laurenceluckinbill charlescooper cynthiagouw toddbryant georgemurdock jonathansimpson williamshatner
Like Mike,comedy drama family fantasy bet lightning sportsteam sport basketball bullying orphanage teenager shadmoss morrischestnut jonathanlipnicki brendasong jesseplemons juliusritter crispinglover annemeara robertforster eugenelevy rogermorrissey timonkyle davidbrown johnschultz
The Naked Gun 33⅓: The Final Insult,"comedy crime undercover spoof stateprison leslienielsen priscillapresley georgekennedy o.j.simpson fredward kathleenfreeman annanicolesmith dorisbelack nigelgibbs andreroseybrown jamesearljones piazadora ellengreene rayebirk wyliesmall randall'tex'cobb annb.davis vannawhite ""weirdal""yankovic marylouretton davidzucker juliestrain florencehenderson elisagabrielli shannendoherty morganfairchild elliottgould marielhemingway jamesearljones raquelwelch symba petersegal"
A View to a Kill,adventure action thriller paris londonengland france england sanfrancisco horserace fire helicopter drugabuse terrorist secretidentity firemen fireengine villain ascot siliconvalley zeppelin earthquake snowboarding microchip doping racehorse flooding pipeline snow britishsecretservice skiing rogermoore christopherwalken tanyaroberts gracejones patrickmacnee patrickbauchau davidyip fionafullerton manningredwood alisondoody willoughbygray desmondllewelyn robertbrown loismaxwell waltergotell geoffreykeen jeanrougerie danielbenzali bogdankominowski papillonsoo marystavin dominiquerisbourg caroleashby anthonychinn lucienjérôme joeflood gerardbühr dolphlundgren tonysibbald billackridge rontarr taylormcauley peterensor sevanovgorodtsev sianadey-jones carolinehallett nikeclark paulathomas gloriadouse lou-anneronchi elkeritschel mayakotorigai johnglen
